"""x-waarde"",""y-waarde"",""CO2"",""CH4"",""NO2"",""NH3"""
82,25,178.02,3.32,54.38,0.02
82,26,142.98,2.85,36.97,0.02
82,27,196.33,3.65,55.5,0.02
82,28,121.59,2.69,50.69,0.04
82,29,174.42,3.78,54.58,0.04
82,30,129.81,3.96,37.97,0.03
82,31,148.66,3.76,57.73,0.03
82,32,102.35,3.65,34.63,0.02
82,33,174.18,3.58,30.13,0.03
82,34,164.48,2.98,54.96,0.04
82,35,155.96,3.78,37.67,0.03
82,36,142.92,2.22,57.43,0.03
82,37,109.37,2.98,35.56,0.03
82,38,107.73,2.07,54.72,0.03
82,39,165.22,3.55,36.04,0.04
82,40,126.07,3.77,43.16,0.03
82,41,170.71,3.59,53.29,0.03
82,42,140.94,3.28,47.49,0.03
82,43,108.31,2.54,43.11,0.03
82,44,105.83,2.25,40.43,0.04
82,45,128.69,3.69,55.73,0.03
82,46,138.12,3.02,53.34,0.02
82,47,118.99,2.14,37.12,0.03
82,48,175.09,2.91,54.3,0.04
82,49,101.18,3.19,58.9,0.03
82,50,116.48,2.99,43.42,0.03
82,51,141.83,2.46,59.48,0.02
82,52,182.26,3.32,52.61,0.02
82,53,120.76,3.77,42.08,0.03
82,54,112.26,3.51,58.0,0.03
82,55,108.44,3.59,55.6,0.02
82,56,167.02,3.41,36.44,0.03
82,57,183.33,3.68,38.55,0.04
82,58,190.54,3.44,33.65,0.03
82,59,151.08,3.93,44.31,0.03
82,60,191.72,2.26,50.67,0.02
82,61,113.9,3.69,33.91,0.04
82,62,124.86,3.69,38.34,0.04
82,63,119.13,2.53,35.55,0.03
82,64,130.92,3.03,30.61,0.03
82,65,124.45,2.84,52.51,0.03
82,66,166.61,3.99,43.63,0.02
82,67,163.92,2.87,33.24,0.03
82,68,174.3,2.16,53.19,0.02
82,69,124.95,2.51,57.79,0.03
82,70,143.51,3.7,54.03,0.03
82,71,150.61,2.33,36.57,0.04
82,72,165.85,3.19,48.67,0.03
82,73,199.32,3.23,58.95,0.03
82,74,119.43,2.68,41.52,0.03
82,75,148.81,3.72,52.25,0.04
82,76,111.25,2.79,45.32,0.02
82,77,156.23,3.83,51.5,0.03
82,78,116.93,2.84,30.53,0.03
82,79,107.22,3.69,45.19,0.02
82,80,150.58,2.93,46.21,0.03
82,81,121.97,3.96,30.04,0.03
82,82,160.52,2.32,38.61,0.03
82,83,106.16,2.95,35.03,0.03
82,84,154.97,3.08,39.28,0.04
82,85,170.91,3.24,53.83,0.02
82,86,162.77,2.84,56.57,0.04
82,87,164.86,2.47,36.36,0.04
82,88,127.88,2.69,48.57,0.03
82,89,122.37,2.14,59.27,0.02
82,90,124.26,3.55,39.57,0.03
82,91,183.28,3.3,38.12,0.04
82,92,130.86,2.85,30.32,0.03
82,93,164.75,3.33,40.73,0.04
82,94,117.7,3.49,31.22,0.04
82,95,126.59,2.84,32.67,0.03
82,96,183.84,3.18,36.57,0.02
82,97,111.01,2.2,52.02,0.03
82,98,102.48,3.81,39.36,0.03
82,99,167.63,2.39,50.39,0.03
83,0,108.2,3.41,59.93,0.02
83,1,178.88,2.95,58.58,0.02
83,2,119.88,3.97,30.3,0.03
83,3,192.04,3.98,37.01,0.03
83,4,194.76,2.99,31.81,0.03
83,5,159.52,3.95,44.5,0.03
83,6,171.61,2.87,45.63,0.03
83,7,181.67,3.22,41.81,0.02
83,8,185.53,2.97,47.09,0.02
83,9,102.33,3.94,58.57,0.03
83,10,166.34,3.97,40.18,0.04
83,11,131.21,3.23,33.26,0.02
83,12,142.18,2.15,43.52,0.02
83,13,172.79,3.85,42.62,0.02
83,14,185.89,3.92,57.41,0.03
83,15,192.32,3.73,52.38,0.03
83,16,197.24,3.51,32.36,0.02
83,17,171.03,2.03,34.13,0.03
83,18,115.75,3.07,32.51,0.03
83,19,113.74,3.69,58.13,0.02
83,20,129.33,2.34,42.35,0.04
83,21,177.44,2.66,44.06,0.03
83,22,156.23,3.84,51.76,0.03
83,23,168.56,3.9,54.66,0.03
83,24,104.08,3.77,56.12,0.03
83,25,160.61,2.59,33.04,0.04
83,26,141.39,2.33,46.05,0.04
83,27,195.81,2.89,58.9,0.03
83,28,195.99,3.31,56.58,0.03
83,29,190.28,2.23,35.28,0.02
83,30,191.91,2.09,33.76,0.03
83,31,120.29,2.28,45.15,0.04
83,32,163.79,3.72,58.83,0.02
83,33,105.82,2.18,57.13,0.03
83,34,114.23,2.58,42.13,0.03
83,35,198.4,3.06,37.86,0.02
83,36,152.08,3.95,50.34,0.04
83,37,130.81,2.67,31.07,0.03
83,38,108.58,3.32,34.3,0.02
83,39,125.52,2.11,35.86,0.02
83,40,117.04,2.35,31.53,0.03
83,41,130.16,2.19,31.88,0.03
83,42,142.8,2.66,57.88,0.03
83,43,134.17,2.85,41.19,0.02
83,44,154.52,2.79,51.13,0.02
83,45,103.19,3.33,51.32,0.04
83,46,173.91,3.78,30.98,0.03
83,47,115.5,3.72,56.78,0.03
83,48,154.8,3.47,35.56,0.04
83,49,181.61,2.49,59.67,0.03
83,50,135.84,3.67,38.43,0.03
83,51,115.86,2.3,30.09,0.03
83,52,108.09,2.38,35.8,0.04
83,53,152.69,2.93,36.03,0.03
83,54,152.51,3.04,32.74,0.03
83,55,183.57,2.95,38.54,0.03
83,56,158.56,2.16,58.63,0.04
83,57,119.98,3.67,33.59,0.03
83,58,130.46,2.41,40.58,0.02
83,59,131.15,3.15,49.13,0.03
83,60,164.37,2.99,41.99,0.03
83,61,182.71,2.5,43.56,0.02
83,62,185.55,2.06,30.45,0.04
83,63,188.61,2.08,54.21,0.02
83,64,174.47,2.6,47.58,0.04
83,65,169.22,3.59,47.22,0.03
83,66,139.79,2.45,41.75,0.03
83,67,120.63,2.09,53.54,0.02
83,68,161.09,3.4,30.59,0.03
83,69,193.0,3.44,46.92,0.03
83,70,181.31,2.96,55.04,0.04
83,71,114.22,3.8,52.88,0.02
83,72,164.56,3.36,49.21,0.04
83,73,150.58,2.85,35.24,0.04
83,74,154.11,2.18,58.1,0.03
83,75,169.41,2.88,31.61,0.04
83,76,130.21,2.63,37.42,0.03
83,77,199.63,2.08,46.86,0.02
83,78,160.08,3.92,53.51,0.04
83,79,162.76,2.27,59.36,0.02
83,80,163.94,3.95,31.24,0.02
83,81,138.47,2.12,54.14,0.02
83,82,120.85,3.02,51.4,0.04
83,83,199.09,2.35,50.0,0.02
83,84,178.12,3.01,33.23,0.03
83,85,163.04,3.9,38.94,0.03
83,86,167.22,2.11,32.65,0.03
83,87,124.51,2.15,48.23,0.03
83,88,131.96,2.61,34.01,0.02
83,89,144.12,3.75,44.79,0.04
83,90,109.57,3.55,43.97,0.03
83,91,167.03,2.86,43.46,0.04
83,92,178.79,3.86,54.29,0.03
83,93,198.64,3.89,35.52,0.03
83,94,169.83,2.73,45.83,0.02
83,95,122.76,2.67,53.34,0.02
83,96,100.19,2.16,33.71,0.04
83,97,129.93,2.93,31.95,0.03
83,98,168.23,3.79,42.82,0.03
83,99,198.23,3.47,30.19,0.03
84,0,152.72,2.97,57.61,0.02
84,1,165.25,3.72,50.77,0.03
84,2,166.62,3.48,57.12,0.03
84,3,133.36,3.6,40.59,0.04
84,4,142.91,2.16,43.07,0.03
84,5,146.31,2.9,40.74,0.04
84,6,153.36,3.37,44.63,0.02
84,7,193.54,2.46,47.49,0.03
84,8,112.14,3.03,48.16,0.04
84,9,140.42,2.23,30.2,0.03
84,10,127.8,2.59,44.12,0.03
84,11,180.56,3.86,32.48,0.04
84,12,113.71,2.29,33.27,0.02
84,13,126.53,4.0,35.45,0.03
84,14,164.42,3.45,51.59,0.02
84,15,170.16,3.96,50.46,0.02
84,16,190.23,2.11,31.06,0.03
84,17,167.35,2.19,51.06,0.03
84,18,137.93,3.52,35.26,0.04
84,19,190.38,2.51,58.69,0.03
84,20,197.41,2.25,53.28,0.02
84,21,111.97,2.19,47.51,0.03
84,22,151.63,2.52,59.95,0.03
84,23,156.01,2.87,47.54,0.03
84,24,167.54,3.06,40.51,0.03
84,25,118.15,2.85,44.09,0.03
84,26,198.88,3.8,37.47,0.03
84,27,161.54,2.13,53.4,0.02
84,28,181.52,3.34,59.44,0.02
84,29,146.57,2.28,49.63,0.03
84,30,177.76,2.05,44.63,0.04
84,31,115.48,3.53,52.46,0.04
84,32,111.5,3.93,52.84,0.02
84,33,163.13,2.14,40.51,0.02
84,34,135.33,2.42,56.81,0.04
84,35,150.34,3.45,41.65,0.04
84,36,121.68,3.38,55.69,0.03
84,37,151.11,3.7,57.06,0.04
84,38,142.89,3.93,49.1,0.04
84,39,173.08,2.72,45.99,0.03
84,40,112.3,2.28,51.02,0.02
84,41,143.39,3.0,36.62,0.04
84,42,191.88,2.29,51.04,0.04
84,43,150.18,2.03,56.5,0.03
84,44,192.79,2.79,36.08,0.02
84,45,172.81,2.36,32.58,0.04
84,46,143.27,3.34,32.34,0.02
84,47,178.84,2.53,43.58,0.03
84,48,147.34,3.54,52.82,0.02
84,49,183.19,3.05,40.72,0.02
84,50,125.04,2.45,30.23,0.03
84,51,199.97,3.79,42.23,0.04
84,52,156.21,3.22,46.18,0.04
84,53,184.1,2.77,50.59,0.02
84,54,154.87,3.48,49.62,0.04
84,55,190.09,3.12,56.44,0.03
84,56,154.03,2.2,57.42,0.02
84,57,196.2,3.19,56.84,0.02
84,58,132.32,2.14,36.93,0.03
84,59,137.96,3.86,49.68,0.03
84,60,117.11,2.89,46.74,0.03
84,61,164.42,3.3,42.74,0.03
84,62,130.37,2.82,46.59,0.02
84,63,174.11,3.49,58.81,0.03
84,64,105.57,3.5,55.42,0.02
84,65,111.97,3.41,55.71,0.03
84,66,108.59,2.24,43.21,0.03
84,67,106.91,3.02,46.36,0.03
84,68,154.4,2.34,54.14,0.02
84,69,128.01,3.74,49.1,0.02
84,70,116.46,2.77,48.17,0.03
84,71,119.03,2.8,41.61,0.03
84,72,136.61,3.72,36.03,0.03
84,73,163.16,3.79,58.85,0.04
84,74,145.78,2.46,50.23,0.04
84,75,124.38,2.49,42.3,0.03
84,76,138.18,3.62,43.9,0.03
84,77,192.25,2.17,55.75,0.03
84,78,132.89,3.95,59.59,0.03
84,79,188.23,2.1,59.71,0.03
84,80,124.73,2.01,34.14,0.03
84,81,157.33,2.97,35.79,0.04
84,82,160.61,2.52,59.47,0.03
84,83,130.49,2.23,43.8,0.04
84,84,106.76,3.01,54.96,0.03
84,85,102.12,3.52,49.79,0.02
84,86,131.12,3.65,49.98,0.02
84,87,120.99,3.25,35.98,0.03
84,88,133.12,2.14,34.56,0.04
84,89,159.01,3.12,57.94,0.03
84,90,151.7,3.28,44.92,0.03
84,91,189.56,2.96,40.99,0.03
84,92,137.64,2.13,30.23,0.03
84,93,145.38,3.69,38.16,0.03
84,94,179.33,2.79,56.38,0.03
84,95,140.94,3.64,37.65,0.03
84,96,139.38,2.11,43.16,0.03
84,97,173.84,3.71,53.37,0.03
84,98,180.95,2.91,53.23,0.03
84,99,105.89,3.61,49.95,0.02
85,0,106.28,2.28,46.88,0.03
85,1,156.9,3.51,43.11,0.03
85,2,161.82,3.85,34.23,0.02
85,3,153.24,3.79,54.2,0.03
85,4,103.26,2.16,41.05,0.03
85,5,183.78,2.44,39.21,0.03
85,6,187.31,3.85,47.75,0.02
85,7,125.65,2.86,54.46,0.03
85,8,161.94,2.57,37.35,0.02
85,9,101.03,2.98,58.04,0.04
85,10,136.02,2.93,57.13,0.03
85,11,120.91,3.64,37.52,0.03
85,12,154.77,2.74,52.01,0.03
85,13,148.33,3.58,33.31,0.03
85,14,133.78,2.13,48.43,0.04
85,15,179.42,2.82,39.87,0.02
85,16,169.78,3.06,41.47,0.02
85,17,172.42,3.05,30.95,0.03
85,18,172.3,3.48,52.09,0.03
85,19,159.36,2.14,35.02,0.03
85,20,145.22,3.16,41.2,0.02
85,21,183.49,2.93,54.67,0.04
85,22,192.88,2.88,30.96,0.03
85,23,145.19,2.22,48.78,0.03
85,24,189.35,2.98,52.07,0.03
85,25,141.18,3.87,50.72,0.03
85,26,124.43,3.05,39.7,0.04
85,27,131.91,2.24,41.06,0.03
85,28,170.71,3.27,56.4,0.04
85,29,168.22,3.36,39.39,0.04
85,30,197.28,2.43,30.91,0.02
85,31,110.97,3.27,30.1,0.03
85,32,187.25,3.67,50.12,0.04
85,33,181.08,3.19,39.27,0.03
85,34,174.65,3.61,38.07,0.02
85,35,167.68,3.45,30.72,0.03
85,36,104.76,2.24,31.82,0.03
85,37,148.88,2.22,36.71,0.02
85,38,102.43,2.71,39.94,0.03
85,39,127.69,3.93,47.52,0.02
85,40,116.89,3.22,51.9,0.04
85,41,173.6,3.3,43.32,0.02
85,42,149.76,3.12,35.11,0.02
85,43,133.67,2.28,34.89,0.04
85,44,193.31,3.3,38.45,0.02
85,45,176.99,2.82,32.64,0.04
85,46,180.04,3.01,58.7,0.03
85,47,124.26,2.3,54.55,0.02
85,48,184.6,2.3,30.39,0.03
85,49,143.5,3.2,50.49,0.03
85,50,152.59,2.53,39.15,0.02
85,51,132.16,2.3,32.23,0.04
85,52,133.73,2.11,35.76,0.03
85,53,110.22,3.13,46.88,0.02
85,54,174.31,3.85,34.58,0.03
85,55,125.75,3.25,40.79,0.04
85,56,158.31,3.67,41.27,0.02
85,57,113.92,3.35,36.1,0.04
85,58,181.75,3.93,39.9,0.02
85,59,166.84,2.91,42.88,0.04
85,60,172.97,2.73,59.05,0.04
85,61,153.23,2.55,38.65,0.03
85,62,147.12,3.21,31.89,0.03
85,63,129.57,3.35,48.23,0.02
85,64,192.85,3.85,56.6,0.03
85,65,108.12,3.04,37.66,0.04
85,66,153.73,3.24,59.31,0.03
85,67,114.3,2.3,52.0,0.04
85,68,136.97,2.36,32.77,0.02
85,69,119.39,3.41,49.4,0.03
85,70,153.9,3.54,51.27,0.03
85,71,119.63,3.86,33.15,0.03
85,72,161.67,2.3,55.22,0.03
85,73,148.65,2.83,59.88,0.02
85,74,186.01,3.51,59.81,0.03
85,75,168.13,2.09,59.58,0.04
85,76,151.62,2.62,33.34,0.03
85,77,102.22,2.96,55.22,0.02
85,78,124.5,2.26,42.21,0.03
85,79,146.98,2.56,44.21,0.03
85,80,108.8,2.89,55.46,0.02
85,81,139.32,3.47,41.27,0.03
85,82,157.1,3.71,34.28,0.04
85,83,162.31,3.85,59.15,0.02
85,84,110.11,2.98,52.16,0.04
85,85,183.56,2.43,32.25,0.03
85,86,171.51,3.83,55.35,0.03
85,87,109.43,3.9,58.06,0.03
85,88,194.03,2.54,59.43,0.02
85,89,126.17,3.52,55.03,0.02
85,90,132.29,2.64,59.72,0.04
85,91,139.68,2.39,37.07,0.02
85,92,181.54,3.69,58.64,0.02
85,93,100.19,3.06,37.21,0.02
85,94,189.48,2.71,50.74,0.03
85,95,158.01,3.56,45.6,0.03
85,96,155.51,2.22,52.32,0.04
85,97,161.18,2.87,31.23,0.02
85,98,149.66,3.58,31.18,0.04
85,99,109.32,3.67,44.38,0.02
86,0,158.36,2.58,49.33,0.03
86,1,119.35,2.22,58.39,0.03
86,2,183.62,3.79,52.73,0.04
86,3,161.04,3.56,40.27,0.04
86,4,164.1,3.81,35.42,0.02
86,5,135.97,3.61,50.99,0.02
86,6,127.35,2.59,49.47,0.04
86,7,176.27,2.89,49.67,0.04
86,8,198.74,2.14,45.14,0.03
86,9,173.01,2.46,45.33,0.02
86,10,175.82,3.94,30.52,0.03
86,11,134.09,2.28,51.36,0.04
86,12,124.38,2.02,54.56,0.04
86,13,199.22,2.72,43.49,0.04
86,14,192.41,3.65,36.84,0.03
86,15,148.88,3.44,32.7,0.02
86,16,174.61,2.32,43.55,0.03
86,17,166.44,3.23,31.84,0.03
86,18,130.02,3.77,33.42,0.04
86,19,186.63,2.95,34.6,0.04
86,20,166.65,3.59,57.26,0.04
86,21,121.39,2.44,30.51,0.03
86,22,181.91,3.77,45.67,0.03
86,23,130.02,2.0,51.11,0.04
86,24,175.35,2.26,57.3,0.02
86,25,142.59,3.14,58.69,0.02
86,26,113.81,2.49,46.5,0.02
86,27,159.04,3.32,40.44,0.02
86,28,184.56,3.23,37.86,0.03
86,29,118.3,2.26,30.53,0.03
86,30,119.11,2.61,30.27,0.03
86,31,155.26,2.11,30.58,0.03
86,32,114.44,3.97,59.52,0.03
86,33,122.45,4.0,33.53,0.03
86,34,122.86,2.58,44.3,0.03
86,35,190.51,2.3,54.71,0.03
86,36,112.33,2.0,50.01,0.02
86,37,143.65,2.36,30.24,0.03
86,38,127.71,2.72,33.59,0.04
86,39,168.33,2.2,57.07,0.04
86,40,114.88,3.69,37.98,0.03
86,41,161.69,2.58,50.5,0.04
86,42,196.94,2.88,54.19,0.03
86,43,104.76,2.85,54.22,0.03
86,44,149.89,3.78,35.23,0.03
86,45,112.6,2.97,32.63,0.04
86,46,114.35,2.55,40.49,0.02
86,47,131.13,2.77,51.74,0.03
86,48,165.68,3.13,58.87,0.03
86,49,169.62,2.96,41.97,0.04
86,50,148.09,3.51,56.84,0.02
86,51,193.16,2.77,39.14,0.03
86,52,115.54,2.6,58.54,0.03
86,53,194.65,2.99,56.4,0.03
86,54,188.05,2.38,34.39,0.03
86,55,116.92,3.53,32.73,0.02
86,56,150.82,2.54,59.7,0.03
86,57,129.58,2.59,48.94,0.04
86,58,107.67,2.36,50.52,0.04
86,59,147.6,2.21,58.24,0.03
86,60,180.06,2.98,52.27,0.03
86,61,127.92,3.69,55.72,0.02
86,62,102.71,2.23,33.66,0.03
86,63,113.03,3.86,34.77,0.04
86,64,160.52,2.07,55.53,0.03
86,65,179.28,3.45,57.13,0.03
86,66,163.66,3.24,58.94,0.03
86,67,125.15,3.84,58.83,0.03
86,68,139.46,3.69,43.32,0.03
86,69,195.43,2.43,54.89,0.03
86,70,156.4,2.22,38.54,0.03
86,71,178.6,3.41,55.46,0.02
86,72,180.87,3.71,41.82,0.03
86,73,131.58,3.87,32.98,0.02
86,74,133.13,2.76,58.07,0.04
86,75,183.2,3.18,40.23,0.03
86,76,190.92,2.38,34.23,0.02
86,77,184.02,3.9,37.45,0.03
86,78,182.42,3.36,50.45,0.03
86,79,136.19,2.17,43.14,0.03
86,80,103.38,2.36,51.91,0.02
86,81,174.74,3.61,36.63,0.02
86,82,193.72,3.51,41.16,0.04
86,83,161.94,2.54,52.21,0.04
86,84,159.98,2.25,37.21,0.04
86,85,177.48,3.93,55.7,0.02
86,86,130.17,2.85,36.7,0.02
86,87,184.44,2.96,54.54,0.03
86,88,177.31,2.22,50.35,0.03
86,89,180.77,3.86,56.18,0.04
86,90,192.44,3.35,42.26,0.03
86,91,140.16,2.58,55.87,0.03
86,92,123.86,2.79,53.05,0.03
86,93,181.85,2.22,58.13,0.04
86,94,159.27,3.27,40.69,0.02
86,95,130.51,2.04,59.09,0.04
86,96,157.66,2.59,50.94,0.04
86,97,170.87,3.21,52.84,0.04
86,98,170.47,3.53,54.26,0.03
86,99,116.65,2.39,38.81,0.03
87,0,115.15,3.57,46.24,0.03
87,1,172.84,3.99,32.35,0.04
87,2,107.21,2.59,32.33,0.04
87,3,137.13,2.34,40.55,0.03
87,4,105.37,2.63,46.14,0.03
87,5,137.88,3.84,33.73,0.02
87,6,174.41,2.2,43.31,0.03
87,7,129.91,2.75,59.1,0.02
87,8,138.8,2.08,35.06,0.04
87,9,165.43,3.14,38.24,0.03
87,10,188.95,2.68,33.31,0.02
87,11,157.61,2.55,55.53,0.03
87,12,131.65,3.34,39.79,0.04
87,13,139.01,3.12,53.8,0.02
87,14,118.7,3.94,45.12,0.03
87,15,107.22,3.7,35.71,0.03
87,16,147.78,3.03,33.54,0.03
87,17,139.86,3.16,36.51,0.03
87,18,126.83,3.36,51.47,0.03
87,19,185.59,2.09,47.2,0.03
87,20,114.94,3.41,37.6,0.03
87,21,156.24,2.76,38.88,0.03
87,22,139.1,3.07,51.18,0.03
87,23,130.76,3.43,36.2,0.03
87,24,165.14,2.7,30.84,0.02
87,25,147.56,3.64,35.84,0.02
87,26,186.5,2.11,44.14,0.04
87,27,193.39,3.1,33.55,0.04
87,28,111.17,3.11,53.58,0.02
87,29,186.27,2.8,44.28,0.02
87,30,193.53,3.54,40.76,0.04
87,31,154.17,3.68,44.7,0.03
87,32,112.18,3.84,40.33,0.03
87,33,176.4,2.63,41.19,0.04
87,34,175.69,2.08,42.0,0.02
87,35,136.19,3.76,33.02,0.03
87,36,151.72,2.75,31.26,0.02
87,37,184.01,3.64,42.01,0.02
87,38,108.6,2.01,54.51,0.02
87,39,121.29,2.99,58.14,0.02
87,40,197.52,2.89,47.29,0.03
87,41,161.73,3.32,39.92,0.02
87,42,151.08,3.83,52.24,0.02
87,43,132.85,3.51,54.06,0.02
87,44,144.2,3.75,59.89,0.02
87,45,148.42,2.23,39.8,0.03
87,46,185.98,3.59,43.81,0.02
87,47,102.34,2.84,57.95,0.03
87,48,111.18,2.96,35.66,0.04
87,49,155.99,3.53,48.48,0.02
87,50,158.04,2.77,53.73,0.02
87,51,155.05,2.62,33.93,0.04
87,52,109.14,3.99,39.11,0.03
87,53,115.5,2.36,57.33,0.03
87,54,156.99,3.37,37.57,0.03
87,55,167.51,2.58,50.49,0.02
87,56,145.72,3.03,55.81,0.04
87,57,164.11,3.47,31.68,0.02
87,58,159.38,2.06,44.2,0.03
87,59,175.28,3.08,32.82,0.04
87,60,104.76,3.37,41.2,0.04
87,61,186.56,2.17,33.14,0.04
87,62,143.49,2.51,51.12,0.04
87,63,188.33,2.68,42.22,0.03
87,64,171.44,2.9,45.56,0.04
87,65,137.37,3.94,53.16,0.02
87,66,148.72,3.62,48.33,0.02
87,67,171.54,2.3,36.09,0.02
87,68,119.77,3.76,58.05,0.03
87,69,154.99,3.76,36.24,0.03
87,70,112.39,3.86,56.24,0.02
87,71,159.96,2.35,38.3,0.04
87,72,118.46,3.02,54.74,0.03
87,73,199.98,3.77,49.13,0.02
87,74,199.15,3.54,40.38,0.03
87,75,155.56,3.51,46.37,0.02
87,76,119.4,3.92,39.73,0.03
87,77,167.02,2.14,56.49,0.03
87,78,140.34,3.05,48.91,0.03
87,79,189.96,3.86,31.65,0.03
87,80,189.36,2.71,35.83,0.03
87,81,115.27,3.56,39.24,0.03
87,82,199.9,2.53,47.44,0.03
87,83,178.53,2.22,43.84,0.02
87,84,130.88,3.34,40.53,0.03
87,85,162.9,3.75,45.64,0.03
87,86,128.37,2.73,36.23,0.03
87,87,117.41,2.47,38.68,0.03
87,88,158.19,3.37,53.11,0.04
87,89,169.9,3.15,53.25,0.04
87,90,133.22,3.28,43.77,0.03
87,91,188.81,2.88,32.02,0.03
87,92,100.64,2.8,56.26,0.03
87,93,176.26,2.49,53.86,0.03
87,94,179.75,3.8,34.18,0.04
87,95,105.74,2.35,50.03,0.03
87,96,113.52,3.31,31.99,0.03
87,97,127.56,3.13,51.38,0.03
87,98,118.64,2.0,57.71,0.02
87,99,111.02,2.85,44.52,0.03
88,0,130.45,3.11,36.38,0.04
88,1,104.2,3.19,45.25,0.03
88,2,156.95,3.39,30.95,0.04
88,3,122.68,2.76,34.76,0.03
88,4,177.28,3.57,39.64,0.04
88,5,100.39,3.23,30.24,0.03
88,6,188.75,2.86,36.06,0.03
88,7,123.68,2.46,30.14,0.02
88,8,118.65,2.18,31.01,0.03
88,9,159.6,2.84,38.98,0.04
88,10,191.82,2.42,51.95,0.03
88,11,177.33,2.98,55.39,0.03
88,12,186.55,2.11,36.11,0.04
88,13,165.37,2.55,31.48,0.04
88,14,164.77,3.62,35.34,0.03
88,15,149.61,2.19,50.2,0.02
88,16,186.81,2.27,50.43,0.04
88,17,130.63,2.03,33.41,0.04
88,18,111.58,2.16,50.32,0.02
88,19,186.42,3.24,31.95,0.03
88,20,158.29,2.01,51.56,0.04
88,21,150.35,2.33,52.75,0.03
88,22,121.14,3.43,58.03,0.03
88,23,180.73,2.25,54.22,0.04
88,24,132.43,3.56,30.38,0.02
88,25,119.96,2.85,54.68,0.04
88,26,189.95,2.49,30.3,0.04
88,27,139.83,2.51,59.66,0.03
88,28,152.6,2.84,40.1,0.02
88,29,153.75,3.93,33.47,0.03
88,30,103.49,2.83,51.67,0.03
88,31,120.77,3.68,44.17,0.03
88,32,119.81,3.31,54.95,0.03
88,33,193.82,2.72,56.73,0.03
88,34,188.32,3.79,43.43,0.04
88,35,122.36,2.9,52.94,0.03
88,36,127.42,2.73,44.88,0.03
88,37,129.13,2.17,36.67,0.03
88,38,166.15,3.53,36.23,0.03
88,39,116.57,2.58,30.3,0.03
88,40,134.76,2.37,59.85,0.02
88,41,187.55,2.18,44.43,0.04
88,42,147.82,3.69,52.47,0.04
88,43,183.99,2.87,36.82,0.03
88,44,115.89,2.42,37.11,0.03
88,45,122.18,2.7,47.92,0.03
88,46,198.56,3.38,36.26,0.03
88,47,132.62,3.26,45.08,0.02
88,48,140.7,3.31,45.49,0.03
88,49,181.35,3.35,36.28,0.03
88,50,118.7,3.76,59.31,0.03
88,51,130.76,3.99,41.48,0.03
88,52,134.94,2.2,38.72,0.03
88,53,190.74,2.71,40.58,0.03
88,54,106.96,2.25,42.11,0.03
88,55,161.55,2.58,44.01,0.04
88,56,187.89,3.93,42.21,0.03
88,57,186.88,2.56,48.42,0.03
88,58,127.69,3.93,55.97,0.03
88,59,115.34,3.65,43.95,0.03
88,60,131.35,2.89,40.8,0.02
88,61,109.54,2.73,38.54,0.03
88,62,102.41,3.07,33.28,0.02
88,63,165.66,2.52,36.38,0.03
88,64,108.43,3.63,44.07,0.03
88,65,126.05,3.27,53.46,0.03
88,66,178.63,3.65,30.35,0.03
88,67,106.16,2.38,41.87,0.03
88,68,182.75,2.93,36.7,0.04
88,69,146.44,3.12,56.98,0.04
88,70,123.22,3.45,47.26,0.02
88,71,117.04,3.34,38.68,0.03
88,72,109.72,3.22,53.13,0.04
88,73,180.26,2.5,38.11,0.03
88,74,128.87,3.17,58.99,0.02
88,75,108.29,2.66,51.81,0.02
88,76,160.34,2.17,39.31,0.03
88,77,137.96,3.33,49.15,0.03
88,78,162.2,2.71,51.88,0.03
88,79,168.67,3.99,52.48,0.03
88,80,182.07,2.75,37.82,0.03
88,81,157.46,3.78,58.93,0.03
88,82,112.44,3.71,50.16,0.02
88,83,185.92,2.95,55.44,0.03
88,84,145.16,2.9,31.96,0.04
88,85,104.56,3.42,32.78,0.03
88,86,129.4,3.96,35.69,0.03
88,87,193.1,2.15,33.17,0.02
88,88,188.01,3.22,57.43,0.04
88,89,123.5,3.66,56.46,0.02
88,90,124.65,3.74,48.56,0.03
88,91,165.81,2.46,45.06,0.03
88,92,159.03,2.15,35.65,0.04
88,93,110.54,2.12,41.78,0.02
88,94,164.66,3.61,48.91,0.03
88,95,130.92,2.76,36.7,0.03
88,96,193.56,2.13,59.62,0.03
88,97,155.82,3.67,51.94,0.02
88,98,118.61,3.62,52.22,0.03
88,99,163.52,2.32,54.43,0.03
89,0,184.18,2.82,53.77,0.02
89,1,114.73,2.81,33.93,0.04
89,2,147.0,3.42,42.91,0.04
89,3,148.61,3.16,57.01,0.04
89,4,181.85,3.64,50.06,0.03
89,5,141.48,3.27,36.74,0.02
89,6,142.24,3.91,31.68,0.03
89,7,198.21,2.97,35.88,0.03
89,8,117.05,3.5,52.85,0.04
89,9,170.52,3.31,51.93,0.02
89,10,161.73,2.24,33.21,0.03
89,11,149.52,3.34,47.16,0.03
89,12,103.55,3.32,35.96,0.04
89,13,142.93,3.15,39.46,0.02
89,14,192.1,3.62,50.06,0.03
89,15,184.5,3.45,47.1,0.03
89,16,123.33,3.4,40.19,0.03
89,17,105.74,2.47,35.14,0.02
89,18,173.31,3.26,47.29,0.02
89,19,115.95,2.96,46.94,0.03
89,20,160.63,2.77,42.12,0.02
89,21,183.14,3.4,51.16,0.03
